,ds,y,yhat,yhat_lower,yhat_upper
84,03/05/2016,31.29999924,26.4105373,8.085756621,44.73972692
85,04/05/2016,30.73999977,27.0922815,9.168895035,43.98395041
86,05/05/2016,30.11000061,26.37884684,8.348576252,44.78002685
87,06/05/2016,30.09000015,27.0094088,8.352615481,45.18467427
88,09/05/2016,30.19000053,26.77070106,7.90598499,46.48942511
89,10/05/2016,30.52000046,26.36618909,7.434383279,44.63320548
90,11/05/2016,29.20000076,27.22789925,8.962724446,46.12711683
91,12/05/2016,29.10000038,26.67817628,8.31179854,44.3863465
92,13/05/2016,28.72999954,27.45091299,10.29666073,47.02415842
93,16/05/2016,29.02000046,27.46940685,8.586290196,44.84448841
94,17/05/2016,28.45999908,27.08579785,7.964462073,45.17525637
95,18/05/2016,28.03000069,27.93450407,8.420159376,46.68914993
96,19/05/2016,28.54999924,27.33863001,7.055772105,44.44134393
97,20/05/2016,28.47999954,28.0338888,8.734341593,46.02042344
98,23/05/2016,28.46999931,27.66433801,9.563312342,45.68448752
99,24/05/2016,28.70000076,27.11416739,8.06387598,45.04003581
100,25/05/2016,29.72999954,27.78644661,8.691109859,46.22072741
101,26/05/2016,29.97999954,27.01001454,9.303620964,44.69670505
102,27/05/2016,28.79999924,27.5263901,9.988450304,46.0155582
103,31/05/2016,29.10000038,26.01641906,6.820304509,44.80545017
104,01/06/2016,28.95000076,26.5953965,9.425117793,45.23576352
105,02/06/2016,28.88999939,25.75409295,8.244932301,45.20109041
106,03/06/2016,28.62999916,26.23587726,6.874608321,45.33716738
107,06/06/2016,28.46999931,25.47693622,7.682435431,43.05208523
108,07/06/2016,28.45999908,24.8935064,6.303590099,42.00075726
109,08/06/2016,28.22999954,25.58340574,6.354606805,45.33769715
110,09/06/2016,27.27000046,24.87466598,6.144828164,43.22733914
111,10/06/2016,26.53000069,25.50645542,7.944594239,43.12151584
112,13/06/2016,26.03000069,25.2537787,5.800419949,43.99874652
113,14/06/2016,25.72999954,24.84069689,6.254889882,43.90128771
114,15/06/2016,26.12999916,25.69322542,7.530345599,43.79825008
115,16/06/2016,25.93000031,25.13466272,7.217759681,43.82195164
116,17/06/2016,26.14999962,25.89990368,8.274565644,44.42437354
117,20/06/2016,26.39999962,25.91397652,6.842765974,45.13129742
118,21/06/2016,25.84000015,25.53801174,6.08411764,43.20028477
119,22/06/2016,26,26.40024696,8.500529251,44.13719662
120,23/06/2016,26.32999992,25.82439797,7.215335469,43.66258657
121,24/06/2016,25.34000015,26.54664085,8.304608616,44.45150736
122,27/06/2016,25.5,26.30199738,6.585360309,46.89870195
123,28/06/2016,26.04999924,25.80801869,8.266038809,44.97665927
124,29/06/2016,26.40999985,26.5433191,8.472051299,43.9110523
125,30/06/2016,26.57999992,25.82160165,5.600579443,43.62597123
126,01/07/2016,27.05999947,26.39841749,8.820572645,46.27693193
127,05/07/2016,26.29999924,25.17191704,6.873053837,44.41301779
128,06/07/2016,26.46999931,25.82780335,8.299351794,44.91300695
129,07/07/2016,26.32999992,25.06400072,5.89406591,43.01302317
130,08/07/2016,27.37000084,25.62299311,6.505141815,43.17416857
131,11/07/2016,28.45000076,25.08588284,5.086929898,42.73871405
132,12/07/2016,28.73999977,24.57082633,5.831171545,44.19265824
133,13/07/2016,28.85000038,25.32538439,7.170932754,43.21639599
134,14/07/2016,28.62000084,24.67717818,6.188475163,43.19637963
135,15/07/2016,27.98999977,25.36506603,7.404451781,44.06211191
136,18/07/2016,30.19000053,25.252417,6.305210737,43.69744648
137,19/07/2016,30.19000053,24.87647079,6.666947387,43.82189989
138,20/07/2016,31.12000084,25.76149033,7.209935748,44.29333221
139,21/07/2016,31.01000023,25.23093615,6.811526654,43.33055599
140,22/07/2016,30.80999947,26.01990555,7.252759292,45.50809108
141,25/07/2016,30.87999916,26.08184545,8.283038794,43.83690056
142,26/07/2016,31.25,25.71488023,7.353905077,44.20550756
143,27/07/2016,31.31999969,26.58302333,7.421473339,45.40017178
144,28/07/2016,31.17000008,26.01019135,7.877551267,43.76135264
145,29/07/2016,30.95000076,26.73273203,9.397025167,45.30361332
146,01/08/2016,30.35000038,26.4738845,7.031263396,45.51309249
147,02/08/2016,29.23999977,25.97037625,8.354237863,44.43559231
148,03/08/2016,29.63999939,26.69379155,8.826732473,44.34897674
149,04/08/2016,29.65999985,25.97246783,8.054171583,44.39813982
150,05/08/2016,30.04000092,26.54728029,7.522611642,44.78412068
151,08/08/2016,29.79000092,25.89372201,7.277735153,44.41219443
152,09/08/2016,29.62999916,25.28801484,6.312181032,45.19035678
153,10/08/2016,30.14999962,25.92938063,7.791825907,44.55672826
