Date,Open,High,Low,Close,Adj Close,Volume
Jun 03 2020,177.62,179.59,176.02,176.59,176.59,39747500
Jun 02 2020,178.94,181.73,174.20,176.31,176.31,67828000
Jun 01 2020,171.60,179.80,170.82,179.62,179.62,74697500
May 29 2020,161.75,167.00,160.84,167.00,167.00,59062500
May 28 2020,162.70,164.95,160.34,161.16,161.16,36278000
May 27 2020,164.17,165.54,157.00,164.05,164.05,57747500
May 26 2020,166.90,166.92,163.14,163.77,163.77,40448500
May 22 2020,164.43,166.36,162.40,163.38,163.38,49937500
May 21 2020,163.20,166.50,159.20,165.52,165.52,61273000
May 20 2020,164.10,165.20,162.36,163.11,163.11,36546500
May 19 2020,163.03,164.41,161.22,161.60,161.60,48182500
May 18 2020,165.56,166.94,160.78,162.73,162.73,58490500
May 15 2020,158.07,161.01,157.31,159.83,159.83,52592000
May 14 2020,156.00,160.67,152.80,160.67,160.67,68411000
May 13 2020,164.17,165.20,152.66,158.19,158.19,95327500
May 12 2020,165.40,168.66,161.60,161.88,161.88,79534500
May 11 2020,158.10,164.80,157.00,162.26,162.26,82598000
May 08 2020,158.75,164.80,157.40,163.88,163.88,80650500
May 07 2020,155.44,159.28,154.47,156.01,156.01,57638500
May 06 2020,155.30,157.96,152.22,156.52,156.52,55616000
May 05 2020,157.96,159.78,152.44,153.64,153.64,84958500
May 04 2020,140.20,152.40,139.60,152.24,152.24,96185500
May 01 2020,151.00,154.55,136.61,140.26,140.26,162659000
Apr 30 2020,171.04,173.96,152.70,156.38,156.38,142359500
Apr 29 2020,158.03,160.64,156.63,160.10,160.10,81080000
Apr 28 2020,159.13,161.00,151.34,153.82,153.82,76110000
Apr 27 2020,147.52,159.90,147.00,159.75,159.75,103407000
Apr 24 2020,142.16,146.15,139.64,145.03,145.03,66188000
Apr 23 2020,145.52,146.80,140.63,141.13,141.13,66183500
Apr 22 2020,140.80,146.80,137.74,146.42,146.42,71124000
Apr 21 2020,146.02,150.67,134.76,137.34,137.34,101045500
Apr 20 2020,146.54,153.11,142.44,149.27,149.27,73733000
Apr 17 2020,154.46,154.99,149.53,150.78,150.78,65641000
Apr 16 2020,143.39,151.89,141.34,149.04,149.04,103289500
Apr 15 2020,148.40,150.63,142.00,145.97,145.97,117885000
Apr 14 2020,139.79,148.38,138.49,141.98,141.98,152882500
Apr 13 2020,118.03,130.40,116.11,130.19,130.19,112377000
Apr 09 2020,112.42,115.04,111.42,114.60,114.60,68250000
Apr 08 2020,110.84,111.44,106.67,109.77,109.77,63280000
Apr 07 2020,109.00,113.00,106.47,109.09,109.09,89599000
Apr 06 2020,102.24,104.20,99.59,103.25,103.25,74509000
Apr 03 2020,101.90,103.10,93.68,96.00,96.00,112810500
Apr 02 2020,96.21,98.85,89.28,90.89,90.89,99292000
Apr 01 2020,100.80,102.79,95.02,96.31,96.31,66766000
Mar 31 2020,100.25,108.59,99.40,104.80,104.80,88857500
Mar 30 2020,102.05,103.33,98.25,100.43,100.43,59990500
Mar 27 2020,101.00,105.16,98.81,102.87,102.87,71887000
Mar 26 2020,109.48,112.00,102.45,105.63,105.63,86903500
Mar 25 2020,109.05,111.40,102.22,107.85,107.85,106113500
Mar 24 2020,95.46,102.74,94.80,101.00,101.00,114476000
Mar 23 2020,86.72,88.40,82.10,86.86,86.86,82272500
Mar 20 2020,87.64,95.40,85.16,85.51,85.51,141427500
Mar 19 2020,74.94,90.40,71.69,85.53,85.53,150977500
Mar 18 2020,77.80,80.97,70.10,72.24,72.24,118931000
Mar 17 2020,88.00,94.37,79.20,86.04,86.04,119973000
Mar 16 2020,93.90,98.97,88.43,89.01,89.01,102447500
Mar 13 2020,119.00,121.51,100.40,109.32,109.32,113201500
Mar 12 2020,116.18,118.90,109.25,112.11,112.11,94545500
Mar 11 2020,128.04,130.72,122.60,126.85,126.85,66612500
Mar 10 2020,131.89,133.60,121.60,129.07,129.07,77972000
Mar 09 2020,121.08,132.60,121.00,121.60,121.60,85368500
Mar 06 2020,138.00,141.40,136.85,140.70,140.70,63314500
Mar 05 2020,144.75,149.15,143.61,144.91,144.91,54263500
Mar 04 2020,152.79,153.30,144.95,149.90,149.90,75245000
Mar 03 2020,161.00,161.40,143.22,149.10,149.10,128920000
Mar 02 2020,142.25,148.74,137.33,148.72,148.72,100975000
Feb 28 2020,125.94,138.10,122.30,133.60,133.60,122821000
Feb 27 2020,146.00,147.95,133.80,135.80,135.80,121386000
Feb 26 2020,156.50,162.66,155.22,155.76,155.76,70427500
Feb 25 2020,169.80,171.32,157.40,159.98,159.98,86452500
Feb 24 2020,167.80,172.70,164.44,166.76,166.76,75961000
Feb 21 2020,181.40,182.61,176.09,180.20,180.20,71574000
Feb 20 2020,182.39,182.40,171.99,179.88,179.88,88174500
Feb 19 2020,184.70,188.96,180.20,183.48,183.48,127115000
Feb 18 2020,168.32,172.00,166.47,171.68,171.68,81908500
Feb 14 2020,157.44,162.59,157.10,160.01,160.01,78468500
Feb 13 2020,148.37,163.60,147.00,160.80,160.80,131446500
Feb 12 2020,155.57,157.95,152.67,153.46,153.46,60112500
Feb 11 2020,153.76,156.70,151.60,154.88,154.88,58487500
Feb 10 2020,160.00,164.00,150.48,154.26,154.26,123446000
Feb 07 2020,146.11,153.95,146.00,149.61,149.61,85317500
Feb 06 2020,139.98,159.17,137.40,149.79,149.79,199404000
Feb 05 2020,164.65,169.20,140.82,146.94,146.94,242119000
Feb 04 2020,176.59,193.80,166.78,177.41,177.41,304694000
Feb 03 2020,134.74,157.23,134.70,156.00,156.00,236167500
Jan 31 2020,128.00,130.60,126.50,130.11,130.11,78596500
Jan 30 2020,126.48,130.18,123.60,128.16,128.16,145028500
Jan 29 2020,115.14,117.96,113.49,116.20,116.20,89007500
Jan 28 2020,113.70,115.36,111.62,113.38,113.38,58942500
Jan 27 2020,108.40,112.89,107.86,111.60,111.60,68040500
Jan 24 2020,114.13,114.77,110.85,112.96,112.96,71768000
Jan 23 2020,112.85,116.40,111.12,114.44,114.44,98255000
Jan 22 2020,114.38,118.90,111.82,113.91,113.91,156845000
Jan 21 2020,106.05,109.72,105.68,109.44,109.44,89017500
Jan 17 2020,101.52,103.13,100.63,102.10,102.10,68145500
Jan 16 2020,98.75,102.89,98.43,102.70,102.70,108683500
Jan 15 2020,105.95,107.57,103.36,103.70,103.70,86844000
Jan 14 2020,108.85,109.48,104.98,107.58,107.58,144981000
Jan 13 2020,98.70,105.13,98.40,104.97,104.97,132588000
Jan 10 2020,96.36,96.99,94.74,95.63,95.63,64797500
Jan 09 2020,99.42,99.76,94.57,96.27,96.27,142202000
Jan 08 2020,94.74,99.70,93.65,98.43,98.43,155721500
Jan 07 2020,92.28,94.33,90.67,93.81,93.81,89410500
Jan 06 2020,88.09,90.31,88.00,90.31,90.31,50665000
Jan 03 2020,88.10,90.80,87.38,88.60,88.60,88892500
Jan 02 2020,84.90,86.14,84.34,86.05,86.05,47660500
Dec 31 2019,81.00,84.26,80.42,83.67,83.67,51428500
Dec 30 2019,85.76,85.80,81.85,82.94,82.94,62932000
Dec 27 2019,87.00,87.06,85.22,86.08,86.08,49728500
Dec 26 2019,85.58,86.70,85.27,86.19,86.19,53169500
Dec 24 2019,83.67,85.09,82.54,85.05,85.05,40273500
Dec 23 2019,82.36,84.40,82.00,83.84,83.84,66598000
Dec 20 2019,82.06,82.60,80.04,81.12,81.12,73763500
Dec 19 2019,79.46,81.37,79.30,80.81,80.81,90535500
Dec 18 2019,76.13,79.04,76.12,78.63,78.63,70605000
Dec 17 2019,75.80,77.10,75.18,75.80,75.80,42484000
Dec 16 2019,72.51,76.72,72.50,76.30,76.30,90871000
Dec 13 2019,72.21,73.04,70.93,71.68,71.68,32854500
Dec 12 2019,70.98,72.55,70.65,71.94,71.94,38819500
Dec 11 2019,70.38,71.44,70.22,70.54,70.54,34489000
Dec 10 2019,67.99,70.15,67.86,69.77,69.77,44141500
Dec 09 2019,67.32,68.89,67.02,67.91,67.91,45115500
Dec 06 2019,67.00,67.77,66.95,67.18,67.18,38062000
Dec 05 2019,66.57,66.88,65.45,66.07,66.07,18623000
Dec 04 2019,67.55,67.57,66.57,66.61,66.61,27665000
Dec 03 2019,66.52,67.58,66.44,67.24,67.24,32868500
Dec 02 2019,65.88,67.28,65.74,66.97,66.97,30372500
Nov 29 2019,66.22,66.25,65.50,65.99,65.99,12328000
Nov 27 2019,66.22,66.79,65.71,66.26,66.26,27778000
Nov 26 2019,67.05,67.10,65.42,65.78,65.78,39737000
Nov 25 2019,68.86,68.91,66.89,67.27,67.27,61697500
Nov 22 2019,68.03,68.20,66.00,66.61,66.61,84353000
Nov 21 2019,70.90,72.17,70.80,70.97,70.97,30550000
Nov 20 2019,72.00,72.24,69.91,70.44,70.44,33625500
Nov 19 2019,70.35,72.00,69.56,71.90,71.90,38624000
Nov 18 2019,70.58,70.63,69.22,70.00,70.00,22002000
Nov 15 2019,70.13,70.56,69.67,70.43,70.43,24045000
Nov 14 2019,69.22,70.77,68.58,69.87,69.87,32324500
Nov 13 2019,71.00,71.27,69.04,69.22,69.22,42100500
Nov 12 2019,69.38,70.07,68.81,69.99,69.99,36797000
Nov 11 2019,68.79,69.84,68.40,69.02,69.02,49933500
Nov 08 2019,66.90,67.49,66.50,67.43,67.43,30346000
Nov 07 2019,65.83,68.30,65.60,67.11,67.11,72336500
Nov 06 2019,63.60,65.34,62.90,65.32,65.32,39704500
Nov 05 2019,63.92,64.70,63.22,63.44,63.44,34717000
Nov 04 2019,62.96,64.39,61.85,63.49,63.49,43935000
Nov 01 2019,63.26,63.30,61.96,62.66,62.66,31919500
Oct 31 2019,62.62,63.80,62.60,62.98,62.98,25335000
Oct 30 2019,62.60,63.76,61.99,63.00,63.00,48209000
Oct 29 2019,64.00,64.86,62.95,63.24,63.24,63421500
Oct 28 2019,65.51,68.17,64.52,65.54,65.54,94351500
Oct 25 2019,59.54,66.00,59.22,65.63,65.63,150030500
Oct 24 2019,59.67,60.99,57.84,59.94,59.94,148604500
Oct 23 2019,50.90,51.23,50.27,50.94,50.94,26305500
Oct 22 2019,50.86,51.67,50.17,51.12,51.12,23004000
Oct 21 2019,51.67,51.90,50.04,50.70,50.70,25101500
Oct 18 2019,52.14,52.56,51.02,51.39,51.39,28749000
Oct 17 2019,52.50,52.96,52.03,52.39,52.39,23846500
Oct 16 2019,51.48,52.42,51.38,51.95,51.95,33420500
Oct 15 2019,51.54,52.00,50.82,51.58,51.58,32164000
Oct 14 2019,49.58,51.71,49.43,51.39,51.39,51025000
Oct 11 2019,49.43,50.22,49.36,49.58,49.58,42377000
Oct 10 2019,49.06,49.86,48.32,48.95,48.95,31416500
Oct 09 2019,48.26,49.46,48.13,48.91,48.91,34472000
Oct 08 2019,47.17,48.79,46.90,48.01,48.01,43391000
Oct 07 2019,45.96,47.71,45.71,47.54,47.54,40321000
Oct 04 2019,46.32,46.96,45.61,46.29,46.29,39975000
Oct 03 2019,46.37,46.90,44.86,46.61,46.61,75422500
Oct 02 2019,48.66,48.93,47.89,48.63,48.63,28157000
Oct 01 2019,48.30,49.19,47.83,48.94,48.94,30813000
Sep 30 2019,48.60,48.80,47.22,48.17,48.17,29399000
Sep 27 2019,48.44,49.74,47.75,48.43,48.43,55582000
Sep 26 2019,46.13,48.66,45.48,48.51,48.51,59422500
Sep 25 2019,44.91,45.80,43.67,45.74,45.74,47135500
Sep 24 2019,48.30,48.40,44.52,44.64,44.64,64457500
Sep 23 2019,48.00,49.04,47.84,48.25,48.25,21701000
Sep 20 2019,49.30,49.39,47.63,48.12,48.12,31765000
Sep 19 2019,49.20,49.59,48.97,49.32,49.32,23979000
Sep 18 2019,49.00,49.63,48.47,48.70,48.70,20851000
Sep 17 2019,48.49,49.12,48.07,48.96,48.96,19327000
Sep 16 2019,49.20,49.49,48.23,48.56,48.56,23640500
Sep 13 2019,49.39,49.69,48.97,49.04,49.04,26565500
Sep 12 2019,49.54,50.70,48.88,49.17,49.17,42906000
Sep 11 2019,47.48,49.63,47.20,49.42,49.42,50214000
Sep 10 2019,46.16,47.11,45.79,47.11,47.11,24418500
Sep 09 2019,46.00,46.75,45.85,46.36,46.36,24013500
Sep 06 2019,45.44,45.93,45.03,45.49,45.49,20947000
Sep 05 2019,44.50,45.96,44.17,45.92,45.92,36976500
Sep 04 2019,45.38,45.69,43.84,44.14,44.14,28805000
Sep 03 2019,44.82,45.79,44.63,45.00,45.00,26770500
Aug 30 2019,45.83,46.49,44.84,45.12,45.12,46603000
Aug 29 2019,43.80,44.68,43.60,44.34,44.34,25897500
Aug 28 2019,42.74,43.45,42.46,43.12,43.12,16127500
Aug 27 2019,43.15,43.76,42.41,42.82,42.82,27081000
Aug 26 2019,42.72,43.00,42.31,43.00,43.00,25259500
Aug 23 2019,43.99,44.23,42.20,42.28,42.28,42693000
Aug 22 2019,44.56,45.08,43.64,44.43,44.43,32795000
Aug 21 2019,44.40,44.64,43.52,44.17,44.17,38971500
Aug 20 2019,45.52,45.82,44.91,45.17,45.17,20626000
Aug 19 2019,44.84,45.57,44.34,45.37,45.37,26548000
